103.5.232.145:8080,http,0.535725
104.248.59.38:80,http,0.129047
110.78.208.148:8080,http,0.476653
124.167.248.230:1080,http,0.847603
129.206.121.145:80,http,0.251479
13.38.101.137:8989,socks5,0.661869
13.37.238.182:8088,socks5,0.750434
129.206.4.23:80,http,0.513412
101.109.56.23:8080,http,0.467822
135.181.203.208:80,http,0.301933
103.103.3.6:8080,http,1.668295
118.14.232.155:80,http,0.174583
123.207.26.110:7777,http,12.756227
114.132.123.44:1809,socks4,2.029036
139.144.187.58:20201,socks5,7.04952
139.162.182.54:202,socks5,7.241529
139.162.182.54:49165,socks5,7.276008
139.162.182.54:4916,socks5,7.248636
144.24.207.98:8080,http,0.260047
122.224.56.198:7302,http,0.434177
155.223.64.80:8081,http,0.176698
159.65.164.58:80,http,0.077668
16.163.88.228:80,http,0.383891
121.4.20.187:20000,http,0.290195
146.70.127.134:8080,http,0.055959
129.206.5.130:80,http,0.129175
149.129.239.170:8080,socks5,7.546267
149.129.191.110:2080,socks5,9.101065
149.129.191.110:8118,socks5,9.420549
149.129.191.110:3128,socks5,10.38714
149.129.191.110:8080,socks5,10.574241
147.139.164.26:80,socks5,12.370741
174.129.25.170:80,http,0.07437
147.139.164.26:8011,socks5,13.318263
147.139.164.26:8080,socks5,14.361382
172.104.197.18:10000,socks5,7.098297
172.104.197.18:2000,socks5,7.149558
172.104.197.18:20002,socks5,7.169057
172.104.197.18:3128,socks5,7.067162
172.104.241.29:8013,socks5,7.239917
172.105.172.220:1080,socks5,7.426842
172.105.172.220:3128,socks5,7.42914
172.105.172.220:9002,socks5,7.434238
139.64.135.45:80,http,0.025256
18.231.21.74:5200,socks5,0.661391
149.129.213.200:8080,socks5,9.158929
18.138.253.64:80,http,1.08291
143.107.237.132:8080,http,0.425272
143.55.239.88:8080,http,0.260238
143.55.237.1:8080,http,0.283486
143.55.236.225:8080,http,0.264405
144.91.123.26:80,http,0.257863
148.137.193.178:8080,http,0.15893
148.137.195.79:8080,http,0.249313
182.253.47.245:80,http,0.416398
153.127.35.151:8000,http,0.329582
183.89.58.177:8080,http,0.515434
173.230.153.163:8035,socks5,8.61553
173.230.153.163:80,socks5,10.583749
173.230.153.163:8064,socks5,10.908245
169.46.126.192:80,http,0.022927
172.120.119.209:9527,http,0.084602
188.120.226.45:80,http,0.340777
136.228.220.138:8082,http,18.254579
131.111.73.236:80,http,4.336273
205.185.113.252:3128,http,0.083034
213.230.69.33:1080,http,0.498481
221.155.163.113:8080,http,0.33165
218.60.2.245:1080,http,0.527317
3.0.0.228:80,http,1.230934
3.0.0.70:80,http,1.623118
3.1.209.232:8080,http,1.635906
31.43.165.7:80,http,0.247505
200.147.3.199:80,http,0.295504
23.92.29.132:8080,socks5,7.381328
23.92.31.240:3128,socks5,8.997452
43.134.199.31:80,http,0.343083
202.85.197.139:80,http,23.704522
43.156.107.62:80,http,0.393359
221.178.239.200:7302,http,0.35952
47.100.207.117:8080,http,0.425636
45.79.42.170:8080,socks5,7.020216
45.79.42.170:9091,socks5,7.027868
45.56.75.90:5344,socks5,8.323892
45.56.75.90:44554,socks5,11.43087
52.14.225.113:80,http,0.149798
52.67.228.199:8088,socks5,0.733008
51.91.62.219:80,http,0.295784
41.33.47.147:80,http,0.35373
218.6.173.81:443,http,7.738319
47.91.104.110:2000,socks5,7.456737
47.91.104.110:8080,socks5,8.385537
47.91.104.193:8080,socks5,8.382491
47.91.104.110:80,socks5,8.475495
47.91.104.193:8088,socks5,8.508748
47.91.104.110:9002,socks5,8.468224
47.243.175.55:8080,socks5,8.87172
47.243.175.55:9091,socks5,9.433892
47.243.175.55:3128,socks5,9.448241
49.235.82.159:2080,http,7.618556
47.242.245.107:80,http,8.613821
45.177.233.180:8080,http,0.371236
81.22.103.65:80,http,0.550855
47.74.71.208:8080,socks5,12.772963
47.74.71.208:8118,socks5,12.766488
81.69.172.135:80,http,1.416354
45.249.94.5:4780,http,0.400936
91.151.88.130:80,http,0.303205
91.245.73.117:8080,http,0.306361
66.228.32.230:8080,socks5,8.12713
94.101.185.67:80,http,0.426641
95.213.195.134:80,http,0.327403
8.208.89.32:8080,socks5,7.85796
8.209.243.173:80,socks5,7.821663
8.208.90.243:20201,socks5,8.110885
8.209.243.173:8080,socks5,7.854007
8.209.243.173:8888,socks5,7.819402
66.228.32.230:9091,socks5,9.472265
8.208.90.243:443,socks5,8.114147
8.208.90.243:8080,socks5,7.930968
8.209.243.173:2080,socks5,7.907333
47.117.66.230:8086,http,0.348592
47.245.34.161:80,socks5,22.25422
8.209.253.237:8888,socks5,11.004946
96.126.111.48:8080,socks5,7.780725
8.209.253.237:8080,socks5,14.995137
61.182.213.83:7302,http,0.470639
84.32.94.38:80,http,5.026258
43.139.4.143:1080,http,0.175284
71.172.10.163:3128,http,0.156102
81.234.125.102:80,http,0.363955
88.255.101.231:8080,http,0.366436
93.87.26.243:80,http,2.303153
81.68.251.144:7891,http,0.152173
